date_time,holiday,weather_main,weather_description,rain_1h,snow_1h,clouds_all,temp,traffic_volume
2016-07-04 05:00:00,None,Clouds,few clouds,0.0,0.0,20,287.6,660
2016-07-04 06:00:00,None,Clouds,few clouds,0.0,0.0,20,287.49,825
2016-07-04 07:00:00,None,Clouds,few clouds,0.0,0.0,20,289.56,798
2016-07-04 08:00:00,None,Clouds,few clouds,0.0,0.0,20,292.34,1060
2016-07-04 09:00:00,None,Clouds,few clouds,0.0,0.0,20,294.36,1582
2016-07-04 10:00:00,None,Clouds,overcast clouds,0.0,0.0,90,295.32,1949
2016-07-04 11:00:00,None,Clouds,broken clouds,0.0,0.0,75,296.14,2657
2016-07-04 12:00:00,None,Clouds,broken clouds,0.0,0.0,75,296.77,2916
2016-07-04 13:00:00,None,Clouds,broken clouds,0.0,0.0,75,297.63,2881
2016-07-04 14:00:00,None,Clouds,overcast clouds,0.0,0.0,90,297.76,3095
2016-07-04 15:00:00,None,Clouds,broken clouds,0.0,0.0,75,298.37,3252
2016-07-04 16:00:00,None,Clouds,broken clouds,0.0,0.0,75,298.66,3197
2016-07-04 17:00:00,None,Clouds,broken clouds,0.0,0.0,75,298.77,3044
2016-07-04 18:00:00,None,Clouds,broken clouds,0.0,0.0,75,298.49,2979
2016-07-04 19:00:00,None,Clouds,overcast clouds,0.0,0.0,90,297.91,2886
2016-07-04 20:00:00,None,Clouds,overcast clouds,0.0,0.0,90,297.32,2765
2016-07-04 21:00:00,None,Clouds,overcast clouds,0.0,0.0,90,296.64,2471
2016-07-04 22:00:00,None,Clouds,scattered clouds,0.0,0.0,40,295.49,2975
2016-07-04 23:00:00,None,Clouds,scattered clouds,0.0,0.0,40,294.5,1980
2016-07-05 00:00:00,None,Clouds,scattered clouds,0.0,0.0,40,293.16,1038
2016-07-05 01:00:00,None,Clear,sky is clear,0.0,0.0,1,292.68,497
2016-07-05 02:00:00,None,Clouds,scattered clouds,0.0,0.0,40,292.67,331
2016-07-05 03:00:00,None,Clouds,broken clouds,0.0,0.0,75,293.09,319
2016-07-05 04:00:00,None,Drizzle,light intensity drizzle,0.0,0.0,40,292.86,729
2016-07-05 05:00:00,None,Rain,light rain,0.0,0.0,75,292.7,2468
2016-07-05 06:00:00,None,Rain,light rain,0.0,0.0,75,293.05,4739
2016-07-05 07:00:00,None,Rain,light rain,0.0,0.0,20,293.59,5115
2016-07-05 07:00:00,None,Mist,mist,0.0,0.0,20,293.59,5115
2016-07-05 08:00:00,None,Haze,haze,0.0,0.0,75,294.45,4441
2016-07-05 08:00:00,None,Rain,light rain,0.0,0.0,75,294.45,4441
2016-07-05 09:00:00,None,Clouds,broken clouds,0.0,0.0,75,295.77,4023
2016-07-05 10:00:00,None,Clouds,broken clouds,0.0,0.0,75,297.81,3465
2016-07-05 11:00:00,None,Rain,light rain,0.0,0.0,75,299.13,3720
2016-07-05 12:00:00,None,Clouds,broken clouds,0.0,0.0,75,300.78,4318
2016-07-05 13:00:00,None,Rain,light rain,0.0,0.0,75,301.75,4200
2016-07-05 14:00:00,None,Clouds,broken clouds,0.0,0.0,75,303.5,4346
2016-07-05 15:00:00,None,Rain,light rain,0.0,0.0,75,303.81,4784
2016-07-05 16:00:00,None,Rain,moderate rain,0.0,0.0,75,302.99,5494
2016-07-05 17:00:00,None,Rain,light rain,0.0,0.0,75,300.79,5577
2016-07-05 17:00:00,None,Thunderstorm,proximity thunderstorm,0.0,0.0,75,300.79,5577
2016-07-05 18:00:00,None,Thunderstorm,proximity thunderstorm,0.0,0.0,90,297.44,3177
2016-07-05 18:00:00,None,Mist,mist,0.0,0.0,90,297.44,3177
2016-07-05 18:00:00,None,Rain,light rain,0.0,0.0,90,297.44,3177
2016-07-05 19:00:00,None,Rain,heavy intensity rain,7.62,0.0,90,294.91,2821
2016-07-05 19:00:00,None,Thunderstorm,proximity thunderstorm,7.62,0.0,90,294.91,2821
2016-07-05 19:00:00,None,Mist,mist,7.62,0.0,90,294.91,2821
2016-07-05 20:00:00,None,Rain,heavy intensity rain,6.35,0.0,90,293.53,1975
2016-07-05 20:00:00,None,Thunderstorm,proximity thunderstorm,6.35,0.0,90,293.53,1975
2016-07-05 20:00:00,None,Mist,mist,6.35,0.0,90,293.53,1975
2016-07-05 21:00:00,None,Rain,moderate rain,1.78,0.0,90,292.84,1752
2016-07-05 21:00:00,None,Thunderstorm,proximity thunderstorm,1.78,0.0,90,292.84,1752
2016-07-05 21:00:00,None,Mist,mist,1.78,0.0,90,292.84,1752
2016-07-05 22:00:00,None,Rain,light rain,0.0,0.0,90,292.65,2459
2016-07-05 23:00:00,None,Clear,sky is clear,0.0,0.0,1,292.08,2091
2016-07-06 00:00:00,None,Clouds,scattered clouds,0.0,0.0,40,291.88,700
2016-07-06 01:00:00,None,Clouds,few clouds,0.0,0.0,20,291.3,358
2016-07-06 02:00:00,None,Mist,mist,0.0,0.0,1,290.77,288
2016-07-06 03:00:00,None,Mist,mist,0.0,0.0,40,290.53,341
2016-07-06 04:00:00,None,Mist,mist,0.0,0.0,40,290.6,816
2016-07-06 04:00:00,None,Fog,fog,0.0,0.0,40,290.6,816
2016-07-06 05:00:00,None,Mist,mist,0.0,0.0,75,290.86,2789
2016-07-06 06:00:00,None,Fog,fog,0.0,0.0,75,290.51,5182
2016-07-06 06:00:00,None,Mist,mist,0.0,0.0,75,290.51,5182
2016-07-06 07:00:00,None,Fog,fog,0.0,0.0,75,291.25,5951
2016-07-06 07:00:00,None,Mist,mist,0.0,0.0,75,291.25,5951
2016-07-06 08:00:00,None,Mist,mist,0.0,0.0,75,292.5,5135
2016-07-06 08:00:00,None,Fog,fog,0.0,0.0,75,292.5,5135
2016-07-06 09:00:00,None,Clouds,broken clouds,0.0,0.0,75,294.71,4108
2016-07-06 10:00:00,None,Clouds,broken clouds,0.0,0.0,75,296.07,3872
2016-07-06 11:00:00,None,Clouds,broken clouds,0.0,0.0,75,298.07,4116
2016-07-06 12:00:00,None,Clouds,scattered clouds,0.0,0.0,40,299.37,4180
2016-07-06 13:00:00,None,Clouds,scattered clouds,0.0,0.0,40,300.76,4277
2016-07-06 14:00:00,None,Clouds,scattered clouds,0.0,0.0,40,301.17,4455
2016-07-06 15:00:00,None,Clouds,few clouds,0.0,0.0,20,302.22,4723
2016-07-06 16:00:00,None,Clouds,few clouds,0.0,0.0,20,302.47,5555
2016-07-06 17:00:00,None,Clouds,few clouds,0.0,0.0,20,302.53,5515
2016-07-06 18:00:00,None,Clouds,few clouds,0.0,0.0,20,302.0,4181
2016-07-06 19:00:00,None,Clouds,few clouds,0.0,0.0,20,301.4,3217
2016-07-06 20:00:00,None,Clouds,few clouds,0.0,0.0,20,300.46,2804
2016-07-06 21:00:00,None,Clouds,few clouds,0.0,0.0,20,297.22,2776
2016-07-06 22:00:00,None,Clouds,broken clouds,0.0,0.0,75,295.65,3222
2016-07-06 23:00:00,None,Clear,sky is clear,0.0,0.0,1,293.91,2355
2016-07-07 00:00:00,None,Clear,sky is clear,0.0,0.0,1,292.79,779
2016-07-07 01:00:00,None,Clouds,overcast clouds,0.0,0.0,90,293.05,392
2016-07-07 02:00:00,None,Rain,light rain,0.0,0.0,90,293.16,411
2016-07-07 03:00:00,None,Rain,light rain,0.0,0.0,1,292.42,335
2016-07-07 04:00:00,None,Rain,moderate rain,1.02,0.0,75,292.85,843
2016-07-07 04:00:00,None,Thunderstorm,proximity thunderstorm,1.02,0.0,75,292.85,843
2016-07-07 05:00:00,None,Rain,moderate rain,1.27,0.0,90,292.65,2649
2016-07-07 05:00:00,None,Mist,mist,1.27,0.0,90,292.65,2649
2016-07-07 05:00:00,None,Thunderstorm,proximity thunderstorm with rain,1.27,0.0,90,292.65,2649
2016-07-07 06:00:00,None,Rain,light rain,0.0,0.0,90,292.7,5185
2016-07-07 07:00:00,None,Clouds,overcast clouds,0.0,0.0,90,292.73,5849
2016-07-07 08:00:00,None,Clouds,overcast clouds,0.0,0.0,90,293.45,5245
2016-07-07 09:00:00,None,Clouds,overcast clouds,0.0,0.0,90,294.2,4557
2016-07-07 10:00:00,None,Clouds,broken clouds,0.0,0.0,75,295.31,4163
2016-07-07 11:00:00,None,Clouds,broken clouds,0.0,0.0,75,297.49,4350
2016-07-07 12:00:00,None,Clouds,scattered clouds,0.0,0.0,40,298.45,4458
2016-07-07 13:00:00,None,Clouds,broken clouds,0.0,0.0,75,299.48,4596
2016-07-07 14:00:00,None,Clouds,broken clouds,0.0,0.0,75,300.1,4924
2016-07-07 15:00:00,None,Clear,sky is clear,0.0,0.0,1,300.11,4983
2016-07-07 16:00:00,None,Clouds,broken clouds,0.0,0.0,75,299.83,6080
2016-07-07 17:00:00,None,Clouds,broken clouds,0.0,0.0,75,299.2,5974
2016-07-07 18:00:00,None,Rain,light rain,0.25,0.0,40,298.03,4183
2016-07-07 18:00:00,None,Thunderstorm,proximity thunderstorm,0.25,0.0,40,298.03,4183
2016-07-07 19:00:00,None,Rain,moderate rain,0.51,0.0,90,296.43,3109
2016-07-07 20:00:00,None,Clouds,overcast clouds,0.0,0.0,90,295.79,2597
2016-07-07 21:00:00,None,Thunderstorm,proximity thunderstorm,0.0,0.0,75,294.74,2431
2016-07-07 22:00:00,None,Thunderstorm,thunderstorm with light rain,0.0,0.0,75,294.02,1906
2016-07-07 23:00:00,None,Rain,light rain,0.0,0.0,75,293.8,1242
2016-07-08 00:00:00,None,Thunderstorm,proximity thunderstorm,0.0,0.0,75,293.45,680
2016-07-08 01:00:00,None,Clouds,few clouds,0.0,0.0,20,293.07,413
2016-07-08 02:00:00,None,Clouds,few clouds,0.0,0.0,20,292.35,305
2016-07-08 03:00:00,None,Clouds,few clouds,0.0,0.0,20,292.1,348
2016-07-08 04:00:00,None,Clouds,few clouds,0.0,0.0,20,291.46,820
2016-07-08 05:00:00,None,Rain,light rain,0.0,0.0,75,291.16,2695
2016-07-08 06:00:00,None,Rain,light rain,0.25,0.0,75,291.09,4519
2016-07-08 07:00:00,None,Clouds,scattered clouds,0.0,0.0,40,291.47,5551
2016-07-08 08:00:00,None,Clouds,few clouds,0.0,0.0,20,292.46,4956
2016-07-08 09:00:00,None,Clouds,scattered clouds,0.0,0.0,40,293.28,4451
2016-07-08 10:00:00,None,Clouds,broken clouds,0.0,0.0,75,293.24,4408
2016-07-08 11:00:00,None,Clouds,overcast clouds,0.0,0.0,90,293.78,4637
2016-07-08 12:00:00,None,Clouds,overcast clouds,0.0,0.0,90,294.35,4619
2016-07-08 13:00:00,None,Clouds,broken clouds,0.0,0.0,75,295.42,4593
2016-07-08 14:00:00,None,Rain,light rain,0.51,0.0,90,296.18,4736
2016-07-08 15:00:00,None,Clouds,broken clouds,0.0,0.0,75,297.23,5096
2016-07-08 16:00:00,None,Clouds,broken clouds,0.0,0.0,64,298.0,5628
2016-07-08 17:00:00,None,Clouds,broken clouds,0.0,0.0,75,298.4,4855
2016-07-08 18:00:00,None,Clouds,broken clouds,0.0,0.0,75,298.43,4057
2016-07-08 19:00:00,None,Clouds,broken clouds,0.0,0.0,75,298.15,3204
2016-07-08 20:00:00,None,Clouds,overcast clouds,0.0,0.0,90,297.06,2618
2016-07-08 21:00:00,None,Clouds,scattered clouds,0.0,0.0,40,295.63,2664
2016-07-08 22:00:00,None,Clouds,few clouds,0.0,0.0,20,293.96,2367
2016-07-08 23:00:00,None,Clouds,few clouds,0.0,0.0,20,292.39,1856
2016-07-09 00:00:00,None,Clear,sky is clear,0.0,0.0,1,291.24,1376
2016-07-09 01:00:00,None,Clear,sky is clear,0.0,0.0,1,290.12,1070
2016-07-09 02:00:00,None,Fog,fog,0.0,0.0,1,289.5,678
2016-07-09 02:00:00,None,Mist,mist,0.0,0.0,1,289.5,678
2016-07-09 03:00:00,None,Mist,mist,0.0,0.0,1,288.78,508
2016-07-09 03:00:00,None,Fog,fog,0.0,0.0,1,288.78,508
2016-07-09 04:00:00,None,Mist,mist,0.0,0.0,1,288.36,541
2016-07-09 04:00:00,None,Fog,fog,0.0,0.0,1,288.36,541
2016-07-09 05:00:00,None,Mist,mist,0.0,0.0,1,287.83,976
2016-07-09 05:00:00,None,Fog,fog,0.0,0.0,1,287.83,976
2016-07-09 06:00:00,None,Mist,mist,0.0,0.0,1,287.45,1474
2016-07-09 06:00:00,None,Fog,fog,0.0,0.0,1,287.45,1474
2016-07-09 07:00:00,None,Mist,mist,0.0,0.0,1,289.78,1887
2016-07-09 08:00:00,None,Clear,sky is clear,0.0,0.0,1,291.6,2394
2016-07-09 09:00:00,None,Clear,sky is clear,0.0,0.0,1,293.77,3045
2016-07-09 10:00:00,None,Clear,sky is clear,0.0,0.0,1,295.39,3333
2016-07-09 11:00:00,None,Clear,sky is clear,0.0,0.0,1,297.09,3675
2016-07-09 12:00:00,None,Clear,sky is clear,0.0,0.0,1,297.86,3837
2016-07-09 13:00:00,None,Clouds,few clouds,0.0,0.0,20,299.0,3792
2016-07-09 14:00:00,None,Clouds,scattered clouds,0.0,0.0,40,299.73,3905
2016-07-09 15:00:00,None,Clouds,scattered clouds,0.0,0.0,40,300.17,4142
2016-07-09 16:00:00,None,Clouds,scattered clouds,0.0,0.0,40,300.38,3837
2016-07-09 17:00:00,None,Clouds,scattered clouds,0.0,0.0,40,300.45,3827
2016-07-09 18:00:00,None,Clouds,scattered clouds,0.0,0.0,40,300.1,3412
2016-07-09 19:00:00,None,Clear,sky is clear,0.0,0.0,1,299.31,2903
2016-07-09 20:00:00,None,Clouds,scattered clouds,0.0,0.0,40,298.19,97
2016-07-09 21:00:00,None,Clear,sky is clear,0.0,0.0,1,296.15,10
2016-07-09 22:00:00,None,Clear,sky is clear,0.0,0.0,1,295.16,11
2016-07-09 23:00:00,None,Clouds,scattered clouds,0.0,0.0,40,294.63,1
2016-07-10 00:00:00,None,Clouds,scattered clouds,0.0,0.0,40,294.08,1376
2016-07-10 01:00:00,None,Clouds,broken clouds,0.0,0.0,75,294.52,1070
2016-07-10 02:00:00,None,Clouds,broken clouds,0.0,0.0,75,294.4,678
2016-07-10 03:00:00,None,Rain,light rain,0.0,0.0,75,294.39,508
2016-07-10 04:00:00,None,Thunderstorm,proximity thunderstorm,0.0,0.0,75,294.36,541
2016-07-10 04:00:00,None,Rain,light rain,0.0,0.0,75,294.36,541
2016-07-10 05:00:00,None,Rain,heavy intensity rain,6.48,0.0,75,293.07,980
2016-07-10 05:00:00,None,Thunderstorm,proximity thunderstorm,6.48,0.0,75,293.07,980
2016-07-10 06:00:00,None,Rain,heavy intensity rain,5.46,0.0,90,291.79,1481
2016-07-10 06:00:00,None,Thunderstorm,proximity thunderstorm,5.46,0.0,90,291.79,1481
2016-07-10 06:00:00,None,Mist,mist,5.46,0.0,90,291.79,1481
2016-07-10 07:00:00,None,Rain,moderate rain,2.67,0.0,90,291.53,1897
2016-07-10 07:00:00,None,Mist,mist,2.67,0.0,90,291.53,1897
2016-07-10 07:00:00,None,Thunderstorm,proximity thunderstorm with rain,2.67,0.0,90,291.53,1897
2016-07-10 08:00:00,None,Rain,light rain,0.51,0.0,75,291.74,2407
2016-07-10 08:00:00,None,Thunderstorm,proximity thunderstorm with rain,0.51,0.0,75,291.74,2407
2016-07-10 09:00:00,None,Rain,light rain,0.25,0.0,90,292.11,3062
2016-07-10 09:00:00,None,Mist,mist,0.25,0.0,90,292.11,3062
2016-07-10 10:00:00,None,Clouds,overcast clouds,0.0,0.0,90,293.61,3351
2016-07-10 11:00:00,None,Clouds,broken clouds,0.0,0.0,75,295.92,3695
2016-07-10 12:00:00,None,Clouds,overcast clouds,0.0,0.0,90,296.72,3858
2016-07-10 13:00:00,None,Clouds,overcast clouds,0.0,0.0,90,297.67,3903
2016-07-10 14:00:00,None,Clouds,overcast clouds,0.0,0.0,90,298.88,3840
2016-07-10 15:00:00,None,Clouds,broken clouds,0.0,0.0,75,299.3,3777
2016-07-10 16:00:00,None,Clouds,broken clouds,0.0,0.0,75,299.53,3869
2016-07-10 17:00:00,None,Clouds,broken clouds,0.0,0.0,75,299.97,4093
2016-07-10 18:00:00,None,Clouds,broken clouds,0.0,0.0,75,299.86,3736
2016-07-10 19:00:00,None,Clouds,broken clouds,0.0,0.0,75,299.02,3240
2016-07-10 20:00:00,None,Rain,light rain,0.25,0.0,90,298.27,2603
2016-07-10 20:00:00,None,Thunderstorm,proximity thunderstorm,0.25,0.0,90,298.27,2603
2016-07-10 21:00:00,None,Clear,sky is clear,0.0,0.0,1,296.88,2322
2016-07-10 22:00:00,None,Clouds,scattered clouds,0.0,0.0,40,296.44,1721
2016-07-10 23:00:00,None,Clouds,overcast clouds,0.0,0.0,90,296.26,1154
2016-07-11 00:00:00,None,Clouds,overcast clouds,0.0,0.0,90,296.22,621
2016-07-11 01:00:00,None,Clouds,overcast clouds,0.0,0.0,90,295.8,376
2016-07-11 02:00:00,None,Clouds,overcast clouds,0.0,0.0,90,295.62,291
2016-07-11 03:00:00,None,Clouds,broken clouds,0.0,0.0,75,295.24,342
2016-07-11 04:00:00,None,Clouds,broken clouds,0.0,0.0,75,295.4,848
2016-07-11 05:00:00,None,Clouds,broken clouds,0.0,0.0,75,295.37,2780
2016-07-11 06:00:00,None,Rain,light rain,0.0,0.0,90,295.05,5211
2016-07-11 07:00:00,None,Rain,light rain,0.0,0.0,75,294.99,5803
2016-07-11 08:00:00,None,Rain,light rain,0.0,0.0,90,294.83,5157
2016-07-11 09:00:00,None,Clouds,overcast clouds,0.0,0.0,90,294.79,4016
2016-07-11 10:00:00,None,Thunderstorm,proximity thunderstorm,0.0,0.0,90,295.13,3891
2016-07-11 11:00:00,None,Thunderstorm,proximity thunderstorm,0.0,0.0,90,296.45,3998
2016-07-11 12:00:00,None,Rain,light rain,0.0,0.0,90,297.73,4273
2016-07-11 13:00:00,None,Thunderstorm,proximity thunderstorm,0.0,0.0,75,299.15,4475
2016-07-11 14:00:00,None,Clouds,overcast clouds,0.0,0.0,90,300.18,4456
2016-07-11 15:00:00,None,Thunderstorm,proximity thunderstorm,0.0,0.0,75,300.81,4858
2016-07-11 16:00:00,None,Thunderstorm,proximity thunderstorm,0.0,0.0,75,301.48,5934
2016-07-11 17:00:00,None,Rain,very heavy rain,9831.3,0.0,75,302.11,5535
2016-07-11 18:00:00,None,Thunderstorm,proximity thunderstorm,0.0,0.0,75,302.54,3900
2016-07-11 19:00:00,None,Clouds,broken clouds,0.0,0.0,75,302.39,2856
2016-07-11 20:00:00,None,Thunderstorm,thunderstorm,0.0,0.0,75,302.45,2506
2016-07-11 21:00:00,None,Thunderstorm,thunderstorm with light rain,0.0,0.0,75,301.7,2062
2016-07-11 22:00:00,None,Rain,light rain,0.51,0.0,75,300.35,1544
2016-07-11 23:00:00,None,Thunderstorm,proximity thunderstorm,0.0,0.0,90,299.61,995
2016-07-11 23:00:00,None,Rain,light rain,0.0,0.0,90,299.61,995
2016-07-12 00:00:00,None,Rain,light rain,0.0,0.0,90,298.88,589
2016-07-12 00:00:00,None,Thunderstorm,thunderstorm with light rain,0.0,0.0,90,298.88,589
2016-07-12 01:00:00,None,Rain,heavy intensity rain,2.1,0.0,75,296.36,379
2016-07-12 01:00:00,None,Thunderstorm,proximity thunderstorm,2.1,0.0,75,296.36,379
2016-07-12 02:00:00,None,Rain,heavy intensity rain,0.0,0.0,90,295.15,249
2016-07-12 03:00:00,None,Clouds,overcast clouds,0.0,0.0,90,294.81,312
2016-07-12 04:00:00,None,Clouds,overcast clouds,0.0,0.0,90,294.5,859
2016-07-12 05:00:00,None,Mist,mist,0.0,0.0,90,294.55,2790
2016-07-12 06:00:00,None,Clouds,overcast clouds,0.0,0.0,90,294.42,5344
2016-07-12 07:00:00,None,Clouds,broken clouds,0.0,0.0,75,293.82,6106
2016-07-12 08:00:00,None,Clouds,broken clouds,0.0,0.0,75,294.27,5591
2016-07-12 10:00:00,None,Clouds,scattered clouds,0.0,0.0,40,296.43,4154
2016-07-12 10:00:00,None,Clouds,scattered clouds,0.0,0.0,40,296.53,4154
2016-07-12 11:00:00,None,Clouds,scattered clouds,0.0,0.0,40,298.15,4392
2016-07-12 12:00:00,None,Clouds,few clouds,0.0,0.0,20,299.05,4430
2016-07-12 14:00:00,None,Clear,sky is clear,0.0,0.0,1,301.01,4868
2016-07-12 14:00:00,None,Clear,sky is clear,0.0,0.0,1,300.97,4868
2016-07-12 15:00:00,None,Clouds,few clouds,0.0,0.0,20,301.68,5345
2016-07-12 16:00:00,None,Clear,sky is clear,0.0,0.0,1,301.62,5750
2016-07-12 18:00:00,None,Clear,sky is clear,0.0,0.0,1,301.38,4051
2016-07-12 18:00:00,None,Clear,sky is clear,0.0,0.0,1,301.48,4051
2016-07-12 19:00:00,None,Clear,sky is clear,0.0,0.0,1,300.78,3066
2016-07-12 20:00:00,None,Clear,sky is clear,0.0,0.0,1,299.52,2764
2016-07-12 21:00:00,None,Clear,sky is clear,0.0,0.0,1,297.89,2802
2016-07-12 22:00:00,None,Clear,sky is clear,0.0,0.0,1,296.43,2147
2016-07-12 23:00:00,None,Clear,sky is clear,0.0,0.0,1,295.7,1208
2016-07-13 00:00:00,None,Clear,sky is clear,0.0,0.0,1,295.34,610
2016-07-13 01:00:00,None,Clear,sky is clear,0.0,0.0,1,295.2,383
